player,team,included,reason,snap_pct_weighted,snap_pct_recent,trend,games_analyzed
Sean Tucker,TAM,False,recent_snap_pct_too_low_9.1%,8.60319840194465,9.057239057239057,4.922341696535245,5
Spencer Rattler,NOR,True,included,65.83986303516546,64.44727891156462,6.815637545340721,7
Stefon Diggs,NWE,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Sterling Shepard,TAM,False,snap_pct_too_low_0.6%,0.5532672377698492,0.5050505050505051,0.0,9
Stone Smartt,NYJ,False,missing_snap_data_no_touches,0.0,0.0,0.0,5
T.J. Hockenson,MIN,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Tank Bigsby,JAX,True,included,18.9926600521597,18.22222222222222,1.567816722569276,6
Tanner Hudson,CIN,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
Tee Higgins,CIN,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Terry McLaurin,WAS,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Tetairoa McMillan,CAR,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Tez Johnson,TAM,False,snap_pct_too_low_0.7%,0.6918500069185001,0.5050505050505051,0.0,3
Theo Johnson,NYG,False,missing_snap_data_no_touches,0.0,0.0,0.0,6
Tim Patrick,JAX,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Tip Reiman,ARI,False,missing_snap_data_no_touches,0.0,0.0,0.0,5
Tommy Tremble,CAR,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Tony Pollard,TEN,True,included,24.704166354522823,25.28273809523809,-4.6719815146539325,9
Tory Horton,SEA,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
Travis Etienne,JAX,True,included,20.36065723017455,20.31313131313131,1.4533782821292611,9
Travis Hunter,JAX,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Travis Kelce,KAN,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Tre Harris,LAC,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Tre Tucker,LVR,False,recent_snap_pct_too_low_1.0%,1.0919171983990223,0.9694415173867229,0.4138859618311673,10
TreVeyon Henderson,NWE,False,recent_snap_pct_too_low_12.4%,12.659650321700093,12.443171485724676,4.630671485724676,4
Trent Sherfield,DEN,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
Trevor Etienne,CAR,False,recent_snap_pct_too_low_4.2%,5.367199391171994,4.201388888888888,0.0,3
Trevor Lawrence,JAX,False,declining_trend_-12.2%,45.43930450650472,47.453456921740504,-12.208378827051767,5
Trey McBride,ARI,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Trey Palmer,NOR,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
Troy Franklin,DEN,False,snap_pct_too_low_0.0%,0.0476762995438976,0.0,0.0,9
Tua Tagovailoa,MIA,True,included,64.8121408136074,65.59129429892141,-0.1378723677452598,9
Tucker Fisk,LAC,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Tucker Kraft,GNB,False,snap_pct_too_low_0.3%,0.3397011646842969,0.4830917874396135,0.4830917874396135,10
Tutu Atwell,LAR,False,snap_pct_too_low_0.2%,0.20231508690329272,0.0,-0.6289308176100629,9
Ty Johnson,BUF,False,recent_snap_pct_too_low_6.6%,5.859332003849027,6.639701721095908,3.046227294288147,9
Tylan Wallace,BAL,False,missing_snap_data_no_touches,0.0,0.0,0.0,7
Tyler Allgeier,ATL,False,recent_snap_pct_too_low_14.8%,13.247096995359907,14.772570979467531,-1.5496355029220155,9
Tyler Badie,DEN,False,snap_pct_too_low_0.6%,0.5919161170302722,0.617283950617284,0.0,3
Tyler Conklin,LAC,False,snap_pct_too_low_0.1%,0.06519022039086414,0.0,0.0,7
Tyler Goodson,IND,False,recent_snap_pct_too_low_2.7%,3.4945584965739585,2.6619828259172524,-1.111602079743125,4
Tyler Higbee,LAR,False,missing_snap_data_no_touches,0.0,0.0,0.0,5
Tyler Lockett,TEN,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Tyler Warren,IND,False,recent_snap_pct_too_low_1.7%,1.9515315418094386,1.7396184062850726,0.290343043966232,4
Tyquan Thornton,KAN,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Tyrell Shavers,BUF,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
Tyrod Taylor,NYJ,True,included,44.90664723647694,45.774363322202476,0.0,3
Tyson Bagent,CHI,False,snap_pct_too_low_3.3%,3.3233941329607166,4.064966605950212,0.0,3
Van Jefferson,TEN,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Wan'Dale Robinson,NYG,False,snap_pct_too_low_0.1%,0.09978205769785492,0.0,-0.6410256410256411,10
Will Dissly,LAC,False,missing_snap_data_no_touches,0.0,0.0,0.0,6
Will Shipley,PHI,False,snap_pct_too_low_2.0%,1.9784990815756591,2.280369903320723,0.0,3
Woody Marks,HOU,False,recent_snap_pct_too_low_14.8%,15.663919559209203,14.829062319882391,9.273506764326836,4
Xavier Hutchinson,HOU,False,snap_pct_too_low_0.0%,0.048551273170112236,0.0,0.0,8
Xavier Legette,CAR,False,snap_pct_too_low_0.6%,0.5943570745868626,0.7575757575757577,0.30712530712530733,7
Xavier Worthy,KAN,False,recent_snap_pct_too_low_3.9%,3.107065296706431,3.932033983008496,2.8652990453058163,8
Zach Charbonnet,SEA,True,included,19.42130808576922,16.433556181093127,-1.6288661163018467,9
Zach Ertz,WAS,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Zamir White,LVR,False,recent_snap_pct_too_low_5.7%,6.193825159502796,5.723383356425917,0.0,3
Zay Flowers,BAL,False,snap_pct_too_low_0.6%,0.6430060296112965,0.546448087431694,0.05625200900032151,9
Zay Jones,ARI,False,missing_snap_data_no_touches,0.0,0.0,0.0,5
